QSI Engenharia Elétrica LTDA	(51) 3066-0070	contato@qsi.eng.br	mailto: contato@qsi.eng.br	http://www.qsi.eng.br	http://www.qsi.eng.br/	Novo Hamburgo - RS	(54) 3461-1122
SOLARTECNO ENERGIA SOLAR	(14) 99748-6358	contato@solartecno.com.br	mailto: contato@solartecno.com.br	http://www.solartecno.com.br	http://www.solartecno.com.br/	Bauru - SP	
STROM Energia	(45) 2036-2509	contato@stromenergia.com.br	mailto: contato@stromenergia.com.br	http://www.stromenergia.com.br/	http://www.stromenergia.com.br/	Toledo - PR	
S L BIRCK LTDA	(46) 3536-1541		mailto: null	https://biel.com.br/	https://biel.com.br/	Dois Vizinhos - PR	
RELIANTO PROJETOS E MONTAGENS ELETRICAS	(51) 99817-0426	contato@relianto.com.br	mailto: contato@relianto.com.br	http://www.relianto.com.br	http://www.relianto.com.br/	Porto Alegre - RS	
A. S. JUNIOR ENERGIA SOLAR LTDA	(49) 3621-1128	asjunior@asjunior.com.br	mailto: asjunior@asjunior.com.br	http://www.asjunior.com.br	http://www.asjunior.com.br/	São Miguel do Oeste - SC	(49) 9 8403-9405
CLEAN ENERGIA	(54) 3355-1363	comercial@cleanenergia.com.br	mailto: comercial@cleanenergia.com.br			Ibiraiaras - RS	54 99693-4673
Da Cas Soluções Elétricas	51 989181592	dacassolucoeseletricas@gmail.com	mailto: dacassolucoeseletricas@gmail.com			Arvorezinha - RS	
Produtel Comércio de Materiais Elétricos	(45) 3028-9420	produtel@hotmail.com	mailto: produtel@hotmail.com	http://www.produtel.com.br	http://www.produtel.com.br/	Foz do Iguaçu - PR	
MM2 COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA	(45) 2031-0222	contato@grupomm2.com.br ; comercial01@grupomm2.com.br	mailto: contato@grupomm2.com.br ; comercial01@grupomm2.com.br	http://www.grupomm2.com.br	http://www.grupomm2.com.br/	Marechal Cândido Rondon - PR	(45) 99113-3223
ILUMISAM ENERGIA SOLAR LTDA	(47) 3207-8516	financeiro01@ilumisam.com.br	mailto: financeiro01@ilumisam.com.br	http://www.ilumisam.com.br/	http://www.ilumisam.com.br/	Guaramirim - SC	(47) 9 8436-8950
Solar Serra	(54) 3705-1950	contato@solarserra.com.br	mailto: contato@solarserra.com.br			Bento Gonçalves - RS	(54) 99977-5550
Farol Solar	(43) 99920-5589	farolsolaradm@gmail.com	mailto: farolsolaradm@gmail.com	http://www.farolsolareng.com/es	http://www.farolsolareng.com/es	Arapoti - PR	
EFALL Materiais Elétricos	(54) 3055-7650	efallmateriais@efall.net	mailto: efallmateriais@efall.net	https://efallengenharia.com.br/	https://efallengenharia.com.br/	Bento Gonçalves - RS	(54) 99339-6026
PRIMOSOL LTDA	(45) 9 9806-9826		mailto: null			Capanema - PR	
Energens	(55) 3314-0038		mailto: null	http://www.energens.com.br	http://www.energens.com.br/	Santo Ângelo - RS	
Efall Engenharia Elétrica	(54) 3471-1117	comercial@efallengenharia.com.br	mailto: comercial@efallengenharia.com.br	https://www.efallengenharia.com.br/	https://www.efallengenharia.com.br/	Dois Lajeados - RS	(54)99656-2995
GDUE ENERGIA SOLAR	(49) 3535 1124	giliard@gdue.com.br	mailto: giliard@gdue.com.br			Arroio Trinta - SC	
Iguaçu Engenharia	(46) 99970-7425	patobranco@engenhariaiguacu.com.br	mailto: patobranco@engenhariaiguacu.com.br	http://www.engenhariaiguacu.com.br	http://www.engenhariaiguacu.com.br/	Pato Branco - PR	
Ghellere Automação	48 99688-6262	ghellereautomacao@gmail.com	mailto: ghellereautomacao@gmail.com			Criciúma - SC	
Win Energia e Soluções LTDA	(51) 99560-6560	diogo@winenergia.com.br	mailto: diogo@winenergia.com.br	http://www.winenergia.com.br	http://www.winenergia.com.br/	Porto Alegre - RS	
COOPERATIVA A1	(49) 3647-9000	luciano@fecoagro.coop.br	mailto: luciano@fecoagro.coop.br	https://www.coopera1.com.br/	https://www.coopera1.com.br/	Palmitos - SC	(49) 3647-9036
ALC Solar	(41) 3797-0304	andre@alcsolar.com.br	mailto: andre@alcsolar.com.br	https://www.alcsolar.com.br/	https://www.alcsolar.com.br/	Fazenda Rio Grande - PR	
Berti Instaladora Elétrica	(51) 3545-1840	comercial@berti.net.br	mailto: comercial@berti.net.br			Igrejinha - RS	
MGI Solar LTDA	14 997565494		mailto: null			Taguaí - SP	14 997565494
ELETRO CASARE LTDA	15 35421939	gustavo@eletrocasare.com.br	mailto: gustavo@eletrocasare.com.br			Capão Bonito - SP	
BRADACZ INDÚSTRIA ELETRÔNICA LTDA	(44) 9 9932-0055		mailto: null	http://www.bradacz.com.br/	http://www.bradacz.com.br/	Palotina - PR	
FONTESUL SOLUÇÕES EM ENERGIA LTDA	(42) 4141-9333	contato@fontesul.com.br	mailto: contato@fontesul.com.br	http://www.fontesul.com.br	http://www.fontesul.com.br/	Ponta Grossa - PR	(42) 4141-8957
FIO DE LUZ ENERGIA SOLAR LTDA	(41) 9 9153-7691	marcel@fiodeluz.solar	mailto: marcel@fiodeluz.solar	http://www.fiodeluz.solar	http://www.fiodeluz.solar/	Curitiba - PR	(41) 9 9243-3040
Feluma Materiais Elétricos LTDA ME	(49) 3634-1849	felumaeletrica@yahoo.com.br	mailto: felumaeletrica@yahoo.com.br	http://www.feluma.net.br	http://www.feluma.net.br/	Iporã do Oeste - SC	
TNR Solar	(41) 99182-0870	nilson@tnrsolar.com.br	mailto: nilson@tnrsolar.com.br	https://www.tnrsolar.com.br	https://www.tnrsolar.com.br/	Curitiba - PR	
Solar Iluminix	(41) 98472-7082	jackson@solariluminix.com.br	mailto: jackson@solariluminix.com.br	https://solariluminix.com.br/	https://solariluminix.com.br/	Campo Largo - PR	
Claudeir Lopes e Filhos - Soluções em Energia	(19) 98202-7310	gustavolopes.eletrica@hotmail.com	mailto: gustavolopes.eletrica@hotmail.com	http://www.claudeirlopesefilhos.com	http://www.claudeirlopesefilhos.com/	Divinolândia - SP	
Energia Engenharia	(67) 3422-1626	energiaengenharia@uol.com.br	mailto: energiaengenharia@uol.com.br			Dourados - MS	
Innova Energy Serviços de Engenharia LTDA	(34) 3334-0481	contato@innova-energy.com.br	mailto: contato@innova-energy.com.br	http://www.innova-energy.com.br/	http://www.innova-energy.com.br/	Uberaba - MG	(34) 99182-0899
Kinsol Serviços de Instalação de Equipamentos de Energia Solar LTDA	0800 343 4800	contato@kinsolenergia.com.br	mailto: contato@kinsolenergia.com.br	http://www.kinsolenergia.com.br/	http://www.kinsolenergia.com.br/	Uberaba - MG	
SOLLED ENERGIA	(51) 3909-7279	comercial@solledenergia.com.br	mailto: comercial@solledenergia.com.br	https://solledenergia.com.br/	https://solledenergia.com.br/	Santa Cruz do Sul - RS	(51) 9 9839-2260
TS Energy	(51) 3039-8306	Ronei@tscom.com.br ; ronei@tsenergy.com.br	mailto: Ronei@tscom.com.br ; ronei@tsenergy.com.br	http://www.tsenergy.com.br	http://www.tsenergy.com.br/	Sapiranga - RS	(51) 99127-3588
The Energy Solar	(47) 99943-8500	contato@theenergy.com.br	mailto: contato@theenergy.com.br	https://theenergy.com.br/	https://theenergy.com.br/	Itapoá - SC	
3 R ENERGIA NOVA RESENDENSE EIRELI	(35) 3562-2767	3renergia@gmail.com	mailto: 3renergia@gmail.com	http://www.3renergiapc.com.br/	http://www.3renergiapc.com.br/	Nova Resende - MG	(35) 99953-1956
Quasat Solar	(55) 99707-4844		mailto: null	https://www.quasat.com.br/	https://www.quasat.com.br/	Santa Rosa - RS	(55) 3512-3600
VOLTAIC	49 999 971 218	engenharia@voltaicbrasil.com.br	mailto: engenharia@voltaicbrasil.com.br	http://www.voltaicbrasil.com.br	http://www.voltaicbrasil.com.br/	Xanxerê - SC	
Vinimaq Solar	(16) 3713-1800	wemob@vinimaq.com.br	mailto: wemob@vinimaq.com.br	http://www.vinimaq.com.br	http://www.vinimaq.com.br/	Franca - SP	(16) 3713-1878
MEURER SOLUCOES ELETRICAS	(55) 3433-2264	elmeurer@eletricameurer.net	mailto: elmeurer@eletricameurer.net	http://www.eletricameurer.net	http://www.eletricameurer.net/	Itaqui - RS	(55) 997208441
Premium Engenharia e Automação Eireli Ltda	(51) 3729-6029	engenharia@premiumengenharia.com	mailto: engenharia@premiumengenharia.com			Cruzeiro do Sul - RS	(51) 9 9697-8368
Italuz - Comércio de Materiais Elétricos	15 35242444	thiago.italuz@gmail.com	mailto: thiago.italuz@gmail.com			Itapeva - SP	
Eletrobidu Solar	11 47234130	solar@eletrobidu.com.br	mailto: solar@eletrobidu.com.br			Mogi das Cruzes - SP	
Gecom Energia	0800-042-0863	fiscal@gecomenergia.com.br	mailto: fiscal@gecomenergia.com.br	http://gecomenergia.com.br	http://gecomenergia.com.br/	Caarapó - MS	
Instaladora Lenz	45 3559-2127	t.l.lenzsolucoesemenergiasolar@outlook.com	mailto: t.l.lenzsolucoesemenergiasolar@outlook.com			Itaipulândia - PR	
MS Engenharia Elétrica	44 3055-4514	ms@msengenharia.com.br	mailto: ms@msengenharia.com.br	http://www.msengenharia.com.br	http://www.msengenharia.com.br/	Umuarama - PR	
Palolux	44 3649-6999	contato@palolux.com.br	mailto: contato@palolux.com.br	http://www.palolux.com.br	http://www.palolux.com.br/	Palotina - PR	
MAAZ COMERCIAL LTDA EPP	(19) 3641-5858	maaz@maaz.com.br	mailto: maaz@maaz.com.br			Vargem Grande do Sul - SP	(19) 98421-0190
A Iluminadora Casa Branca Ltda	(19) 99121-8928	contato@ilcabran.com.br	mailto: contato@ilcabran.com.br			Casa Branca - SP	
COOPERATIVA REGIONAL ITAIPU	(49 )3366-1353	financeirofl56@cooperitaipu.com.br	mailto: financeirofl56@cooperitaipu.com.br	https://cooperitaipu.com.br/	https://cooperitaipu.com.br/	Pinhalzinho - SC	(49) 3366-6500
EXPAND ENERGIA LTDA	(34) 3662-3499	comercial@expandenergia.com	mailto: comercial@expandenergia.com	http://expandenergia.com.br/	http://expandenergia.com.br/	Araxá - MG	
KG ENERGIA SOLAR	(35) 3457-1437	compras@kgenergiasolar.com.br	mailto: compras@kgenergiasolar.com.br	https://www.kgenergiasolar.com.br/	https://www.kgenergiasolar.com.br/	Heliodora - MG	(35) 99898-4806
Sustenta Brasil	(13) 97410-9882	comercial@sustentabr.com ; solar@sustentabr.com	mailto: comercial@sustentabr.com ; solar@sustentabr.com	http://www.sustentabr.com.br	http://www.sustentabr.com.br/	Santos - SP	
Nema Eletrotécnica Ltda	(47) 3531-8700	nema@nema.com.br; mateus@nema.com.br	mailto: nema@nema.com.br; mateus@nema.com.br	https://www.nema.com.br	https://www.nema.com.br/	Rio do Sul - SC	
CLAIRTON GADONSKI ME	(51) 3572-0272	clairton@mixenergia.com.br	mailto: clairton@mixenergia.com.br	https://mixenergia.com.br/	https://mixenergia.com.br/	Portão - RS	(51) 3057-2088
Irrigasul	(05)3243-2834		mailto: null			Dom Pedrito - RS	(53) 99963-8300
Latin America Solar	(14) 3227 - 8979	rogerio.perdona@lasolar.com.br	mailto: rogerio.perdona@lasolar.com.br			Bauru - SP	
DELSOL ENGENHARIA	(51) 99395-0202	contato@delsolengenharia.com.br	mailto: contato@delsolengenharia.com.br	https://www.delsolengenharia.com.br/	https://www.delsolengenharia.com.br/	Esteio - RS	(51) 99281-5686
SOLARTEC MATERIAIS ELETRICOS LTDA	49 3224 0196	everaldo@wiatec.com.br	mailto: everaldo@wiatec.com.br			Rio do Sul - SC	
Irmãos Marcon	46 3524-1188	irmaosmarcon@gmail.com	mailto: irmaosmarcon@gmail.com			Francisco Beltrão - PR	
ALVO SOLAR SISTEMAS DE ENERGIA LTDA	(35) 3551-2667	contato@alvosolar.com.br	mailto: contato@alvosolar.com.br	http://alvosolar.com.br/	http://alvosolar.com.br/	Guaxupé - MG	
HYPER SOLAR IMPORTAÇÃO E EXPORTAÇÃO LTDA.	(35) 3552-4366	compras@megasolarenergy.com.br	mailto: compras@megasolarenergy.com.br	https://hypersolarenergy.com.br/	https://hypersolarenergy.com.br/	Guaxupé - MG	(35) 99990-5246
INFINITY ENGINEERING	(22) 99909-5008	contato@infinitysolucoes.eng.br	mailto: contato@infinitysolucoes.eng.br	https://www.infinitysolucoes.eng.br/	https://www.infinitysolucoes.eng.br/	Campos dos Goytacazes - RJ	(22) 99730-9080
Elétrica Araçatuba - Solar	18 3607-6200	engenharia@gienergia.com.br	mailto: engenharia@gienergia.com.br	http://www.eletricaaracatuba.com.br	http://www.eletricaaracatuba.com.br/	Araçatuba - SP	
Insolis Energy	1838231515	cleberbortolato@hotmail.com	mailto: cleberbortolato@hotmail.com	http://www.insolisenergy.com.br/	http://www.insolisenergy.com.br/	Dracena - SP	
Solar R Energy LTDA	18 99668-9452	ricardo@solarrenergy.com.br	mailto: ricardo@solarrenergy.com.br	http://18 99668-9452	http://18%2099668-9452/	Dracena - SP	18 99668-9452
ARASOL ENERGIA FOTOVOLTAICA LTDA	(34) 98887-5093	contato.arasolaraguari@gmail.com	mailto: contato.arasolaraguari@gmail.com	https://arasolenergiafotovoltaica.com.br/	https://arasolenergiafotovoltaica.com.br/	Araguari - MG	(34) 99882-0034
ELETROJILHO ENGENHARIA ELETRICA & ENERGIA SOLAR LTDA	(11)9933-0681	ELETROJILHO.ADM@GMAIL.COM	mailto: ELETROJILHO.ADM@GMAIL.COM			Cabreúva - SP	
Mega Tecnologia	67 3441 4008	matheus@megatecnologia.net.br	mailto: matheus@megatecnologia.net.br	http://www.megatecnologia.net.br	http://www.megatecnologia.net.br/	Nova Andradina - MS	67 98111-1777
AVL Comércio e Prestação de Serviços LTDA	11 47212009	vendas@avltech.eng.br	mailto: vendas@avltech.eng.br	http://www.avltech.eng.br	http://www.avltech.eng.br/	Mogi das Cruzes - SP	
ALBA TECNOLOGIA INDUSTRIAL LTDA	(35) 4102-1599	contato@albaenergia.com.br	mailto: contato@albaenergia.com.br	http://www.albaenergia.com.br	http://www.albaenergia.com.br/	Pouso Alegre - MG	
GLOBAL AUTOMACAO LTDA	49 3561 0000	globalautomacao@globalautomacao.ind.br	mailto: globalautomacao@globalautomacao.ind.br	http://www.globalautomacao.ind.br	http://www.globalautomacao.ind.br/	Caçador - SC	
Eletro Service	(14) 3603-1100	energiasolar1@eletroserviceourinhos.com.br	mailto: energiasolar1@eletroserviceourinhos.com.br	http://www.eletroserviceourinhos.com.br	http://www.eletroserviceourinhos.com.br/	Ourinhos - SP	
SOLARMAR PRODUTOS LTDA	(13)99721-7228	projetos@solarmar.com.br	mailto: projetos@solarmar.com.br			Peruíbe - SP	
AD Valoren LTDA	(16) 3703-3095	afortioriagronegociosdobrasil@outlook.com	mailto: afortioriagronegociosdobrasil@outlook.com	https://afortioriagronegociosdobrasil.com/	https://afortioriagronegociosdobrasil.com/	Claraval - MG	(16) 99117-5708
LUZON ECOEFICIENCIA LTDA	(46) 2563-1167	relacionamento@luzon.eco.br	mailto: relacionamento@luzon.eco.br	http://luzon.eco.br	http://luzon.eco.br/	Santo Antônio do Sudoeste - PR	(46) 99982-4430
Ener3 Soluções Inteligentes	(67) 99941-7587	engenharia@enersolms.com.br	mailto: engenharia@enersolms.com.br	https://www.enersolms.com.br/	https://www.enersolms.com.br/	Três Lagoas - MS	
Automatize Energia	(19) 3454-6386	sac@automatize.eng.br	mailto: sac@automatize.eng.br	http://www.automatizeenergia.com.br	http://www.automatizeenergia.com.br/	Santa Bárbara d`Oeste - SP	
TRIELO ENERGIA SOLAR LTDA	(44)98454-1440	contato@trieloci.com.br	mailto: contato@trieloci.com.br	https://www.trieloenergiasolar.com.br/	https://www.trieloenergiasolar.com.br/	Campo Mourão - PR	
Azimuth Renováveis	(19) 3604-7786	contato@azimuthrenovaveis.com.br	mailto: contato@azimuthrenovaveis.com.br	https://azimuthrenovaveis.com.br	https://azimuthrenovaveis.com.br/	Americana - SP	
Energisul Manutenção Industrial	(51) 3741-6748	contato@energisul-si.com.br	mailto: contato@energisul-si.com.br	http://www.energisul-si.com.br	http://www.energisul-si.com.br/	Venâncio Aires - RS	
Parceria Solar	(55) 3027-9999	comercial@parceriasolar.com	mailto: comercial@parceriasolar.com	https://www.parceriasolar.com	https://www.parceriasolar.com/	Santa Maria - RS	
Hertz Solar Elétrica LTDA	(37) 3331-7555	alessandro@eletrohertz.com	mailto: alessandro@eletrohertz.com	http://www.eletrohertz.com	http://www.eletrohertz.com/	Oliveira - MG	(37) 99160-1444
Latin America Solar	(16) 3600-8495	contato@lasolar.com.br	mailto: contato@lasolar.com.br	http://lasolar.com.br	http://lasolar.com.br/	Ribeirão Preto - SP	(16) 98128-4844
AQUINO`S SOLAR	(24) 99240-9271	contato@aquinossolar.com	mailto: contato@aquinossolar.com	https://aquinossolar.com.br	https://aquinossolar.com.br/	Barra Mansa - RJ	
STK SOLAR LTDA	(11) 4901-0374	contato@stksolar.com.br	mailto: contato@stksolar.com.br	http://stksolar.com.br	http://stksolar.com.br/	Santo André - SP	(11) 98994-2207
COCAMAR COOPERATIVA AGROINDUSTRIAL	(44) 9 9919-4356	luis.gomes@cocamar.com.br	mailto: luis.gomes@cocamar.com.br	https://www.cocamar.com.br/	https://www.cocamar.com.br/	Maringá - PR	
Sun Life Brasil	(24) 3347 5738	contato@sunlifebrasil.com	mailto: contato@sunlifebrasil.com	http://www.sunlifebrasil.com	http://www.sunlifebrasil.com/	Volta Redonda - RJ	
Capacitech Service Drives Ribeirão Preto LTDA - ME	(16) 3996-5000	vendas@capacitech.com.br; fotovoltaico5@capacitech.com.br;	mailto: vendas@capacitech.com.br; fotovoltaico5@capacitech.com.br;	http://www.capacitech.com.br	http://www.capacitech.com.br/	Ribeirão Preto - SP	16 98197-7200
Eletro C e C	19 38953093	eletricaccterrafioscabos@gmail.com	mailto: eletricaccterrafioscabos@gmail.com			Socorro - SP	19 99805-5916
Eletro C e C	19 38953093	eletricaccterrafioscabos@gmail.com	mailto: eletricaccterrafioscabos@gmail.com			Socorro - SP	
Goiás Energy	(64) 9 9658-2001	dircomercial@goiasenergy.com.br	mailto: dircomercial@goiasenergy.com.br	https://goiasenergy.com.br/	https://goiasenergy.com.br/	Mineiros - GO	(64) 9 9954-4293
BRAZIL SOLUTION SERVICOS LTDA	(21) 3678-3597	atendimento@brazilsolution.com.br	mailto: atendimento@brazilsolution.com.br	http://www.brazilsolution.com.br	http://www.brazilsolution.com.br/	São João de Meriti - RJ	
Azzon Engenharia LTDA	(19) 3542-1955	comercial@azzon.com.br	mailto: comercial@azzon.com.br	https://azzon.com.br	https://azzon.com.br/	Araras - SP	(19) 98986-0753
